行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
徽州区,沿浦金属,徽州区城北工业园滨河北路与环城西路交叉口东北侧,1.5303,工业用地,挂牌出让,50,金属制品业,220.3632,黄山沿浦金属制品有限公司,1.000.00,2017年9月28日,2019年2月28日,2020年11月28日,
黄山区,盛美格新材料,黄山工业园区,2.458979,工业用地,挂牌出让,50,专用设备制造业,237,安徽盛美格新材料有限公司,1.000.00,2017年9月27日,2018年12月27日,2020年12月27日,
黄山市本级,黄山徽鼎堂红木家具有限公司,位于黄山经济开发区，东至菲英公司用地，北至百川路，西至规划用地界，南至润成石材用地,0.529737,工业用地,挂牌出让,50,家具制造业,87.4066,黄山徽鼎堂红木家具有限公司,1.200.00,2017年9月27日,2018年1月26日,2019年1月26日,
黄山区,能汇新能源,黄山工业园区,0.560201,工业用地,挂牌出让,50,石油加工、炼焦及核燃料加工业,54,黄山能汇新能源科技有限公司,1.000.00,2017年9月27日,,,
黄山市本级,黄山市航宇人防工程设备有限公司,黄经开A-1-1（6），东至规划用地界，北至百川路，西至绿彻用地，南至润成石材用地,0.699173,工业用地,挂牌出让,50,专用设备制造业,115.3635,黄山市航宇人防工程设备有限公司,1.200.00,2017年9月27日,2018年1月26日,2019年1月26日,
黄山区,金球耐磨,黄山工业园区,0.94441,工业用地,挂牌出让,50,金属制品业,91,黄山市黄山区金球耐磨材料有限公司,1.200.00,2017年9月27日,2018年12月27日,2020年12月27日,
黄山市本级,黄山中鼎信息技术有限公司,黄经开战兴园17-1，东至溪阳河，北至规划用地界，西至梅林大道，南至规划道路,1.995823,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,329.3108,黄山中鼎信息技术有限公司,1.200.00,2017年9月27日,2018年1月26日,2019年1月26日,
黄山市本级,黄山小罐茶业有限公司,黄经开B-7-1（10），东至丹霞路，北至规划用地界，西至梅林大道，南至规划道路,9.093881,工业用地,挂牌出让,50,饮料制造业,1500.4904,黄山小罐茶业有限公司,1.200.00,2017年9月27日,2018年1月26日,2019年1月26日,
黄山区,黄山京昂磁业有限公司,黄山区工业园区,2.627368,工业用地,挂牌出让,50,专用设备制造业,253,黄山京昂磁业有限公司,1,2017年9月27日,,,
黄山区,东明服饰,黄山工业园区,2.218173,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,213,黄山东明服饰有限公司,1.200.00,2017年9月27日,2018年12月27日,2020年12月27日,
黄山区,建筑幕墙,黄山工业园区,3.783925,工业用地,挂牌出让,50,家具制造业,364,黄山智中新窗业有限公司,1.000.00,2017年9月27日,2019年12月27日,2021年12月27日,
休宁县,黄山熙园置业有限公司,休宁县经开区尧舜板块2-07地块,0.80845,其他普通商品住房用地,挂牌出让,70,房地产业,485.07,黄山熙园置业有限公司,1.001.40,2017年9月26日,2018年2月26日,2019年2月26日,
休宁县,休宁知行幼儿园,休宁县滨江路北侧、邮政运营中心东侧,0.575382,科教用地,挂牌出让,50,教育业,480,休宁知行幼儿园,0.001.20,2017年9月21日,2018年2月21日,2019年2月21日,
黄山区,大盛麻业补增,黄山工业园区,0.528025,工业用地,协议出让,40.61,其它,51,黄山大盛麻业纺织有限公司,0.800.00,2017年9月20日,,,
黄山区,仙源西路南侧,黄山区甘棠镇仙源西路南侧,0.854856,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,1170,黄山区甘棠房地产开发有限公司,1.701.90,2017年9月18日,2018年6月18日,2020年6月18日,
黄山市本级,滨江西路公共停车场,滨江西路北侧、新安北路东侧,0.190275,街巷用地,协议出让,32,其他服务业,111.31,阿达驻车（黄山）投资管理有限公司,0.002.90,2017年9月14日,2018年1月9日,2019年2月9日,
黟县,旅游项目,黟县宏村镇朱村村、屏山村,0.3029,其他商服用地,挂牌出让,40,餐饮业,139.6369,黟县徽韵砖雕有限公司,0.800.90,2017年9月13日,2018年5月13日,2020年5月13日,
歙县,桂林镇卫生院医技综合楼,桂林镇桂林村,0.29412,医卫慈善用地,划拨,,卫生,64.7064,歙县桂林镇卫生院,0.720.72,2017年9月13日,2018年3月30日,2019年3月30日,
黟县,旅游项目,碧阳镇五里村,2,住宿餐饮用地,挂牌出让,40,住宿业,1358,黟县宏村印象旅游投资有限公司,0.801.00,2017年9月13日,2018年5月13日,2020年5月13日,
黟县,旅游项目,黟县宏村镇朱村村、屏山村,0.9488,其他商服用地,挂牌出让,40,餐饮业,437.3968,黄山市黟县琢艺堂三雕工艺有限公司,0.801.00,2017年9月13日,2018年5月13日,2020年5月13日,
休宁县,半塔农民新村安置房项目,休宁县万安镇车田村,0.5155,经济适用住房用地,划拨,,居民服务业,114.4402,休宁县滨江新区开发建设指挥部,1.002.00,2017年9月12日,2017年10月9日,2017年12月20日,
歙县,镇政府东侧,徽城镇政府以东,3.733821,其他普通商品住房用地,挂牌出让,其他商服用地40年; 其他普通商品住房用地70年;,房地产业,12470.9621,黄山锦绣房地产开发有限公司,1.002.00,2017年8月25日,2018年3月30日,2021年3月30日,
歙县,广和建材,富堨工业园,1.490361,工业用地,挂牌出让,50,其它,143.0746,黄山广和建材有限公司,1.000.00,2017年8月22日,,,
黄山区,耿城镇卫生院业务综合楼,黄山区耿城镇,0.269633,医卫慈善用地,划拨,,卫生,,黄山区耿城镇卫生院,0.9,2017年8月22日,,,
黄山区,黄山太平湖文化旅游公司,黄山区太平湖镇,0.088648,风景名胜设施用地,划拨,,商务服务业,,黄山太平湖文化旅游公司,0.8,2017年8月22日,,,
歙县,创想科技,歙县循环经济园,1.188717,工业用地,挂牌出让,50,金属制品业,114.1168,黄山创想科技股份有限公司,1.000.00,2017年8月18日,2018年3月30日,2019年9月30日,
歙县,徽瑞智能装备,歙县经济开发区,2.009759,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,198.9661,徽瑞智能装备(黄山)有限责任公司,1.000.00,2017年8月18日,2018年3月30日,2019年3月30日,
歙县,创想科技,歙县循环经济园,1.641332,工业用地,挂牌出让,50,金属制品业,157.5679,黄山创想科技股份有限公司,1.000.00,2017年8月18日,2018年3月30日,2019年9月30日,
歙县,南风,歙县经济开发区,2.453443,工业用地,挂牌出让,50,其它,242.8909,黄山南风汽车零部件有限公司,1.000.00,2017年8月18日,2018年3月30日,2019年3月30日,
黄山市本级,呈祥路中段,九龙园区,0.54091,街巷用地,划拨,,国家机构,88.3127,黄山九龙低碳经济园区管理委员会,0.000.00,2017年8月16日,2017年11月16日,2019年8月16日,
休宁县,黄山市华腾建筑材料有限公司,休宁县五城镇星洲村,1.500781,工业用地,挂牌出让,50,其它,270.1405,黄山市华腾建筑材料有限公司,1.000.00,2017年8月15日,2018年1月15日,2019年1月15日,
休宁县,黄山市格灵福得实业股份有限公司,休宁县鹤城乡新安源村,0.111291,工业用地,挂牌出让,50,饮料制造业,18.3518,黄山市格灵福得实业股份有限公司,1.000.00,2017年8月15日,2018年1月15日,2019年1月15日,
休宁县,黄山市方圆市政工程有限公司,休宁县经开区怀玉板块,3.251334,工业用地,挂牌出让,50,其它,321.88,黄山市方圆市政工程有限公司,1.001.60,2017年8月15日,2018年1月15日,2019年1月15日,
休宁县,黄山市幽溪谷置业管理有限公司,休宁县商山镇高潭村,0.226859,其他商服用地,挂牌出让,40,房地产业,88.475,黄山市幽溪谷置业管理有限公司,1.2,2017年8月15日,2018年1月15日,2019年1月15日,
休宁县,黄山市幽溪谷置业管理有限公司,休宁县商山镇高潭村,0.3086,其他商服用地,挂牌出让,40,房地产业,120.3696,黄山市幽溪谷置业管理有限公司,1.2,2017年8月15日,2018年1月15日,2019年1月15日,
休宁县,叶斌,休宁县万安镇车田村原县民政局南侧,0.761494,批发零售用地,挂牌出让,40,房地产业,865,叶斌,2,2017年8月15日,2018年1月15日,2019年1月15日,
祁门县,房地产开发项目,祁门县文峰山庄南侧,0.773966,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,1446,祁门腾跃房地产开发有限公司,1.502.00,2017年8月7日,2018年8月7日,2020年8月7日,
祁门县,房地产开发项目,祁门县五里牌,0.176239,其他普通商品住房用地,挂牌出让,70,房地产业,120,陈初清,1.202.00,2017年8月7日,2018年8月7日,2019年8月7日,
歙县,伊龙湾,桂林镇桂林村(桂林镇政府前),5.271182,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,2556.5233,黄山大鸿房地产开发有限公司,1.001.50,2017年8月3日,2018年3月30日,2021年3月30日,
黄山市本级,徽州文化广场配套停车场,现代服务业产业园，迎宾大道南侧,1.019669,公园与绿地,划拨,,文化艺术业,188.0252,黄山市文化产业投资集团有限公司,0.1,2017年7月26日,,,
黄山市本级,京福高铁（屯溪区奕棋段）,屯溪区奕棋镇,13.64996,铁路用地,划拨,,铁路运输业,0,京福铁路客运专线安徽有限责任公司,0.000.00,2017年7月24日,2017年10月24日,2019年7月24日,
黟县,住宅项目,黟县碧阳镇渔亭路北侧,6.9958,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,13851.684,黟县盛世同和房地产开发有限公司,1.301.50,2017年7月21日,2018年2月21日,2020年2月21日,
歙县,紫红文化,徽城镇旸村,0.901759,文体娱乐用地,挂牌出让,50,文化艺术业,371.5247,江苏紫鸿文化科技发展有限公司,0.001.10,2017年7月20日,2018年2月28日,2019年2月28日,
徽州区,神剑新材料,徽州区循环园紫金路南侧、锦峰实业东侧,0.2938,工业用地,挂牌出让,50,化学原料及化学制品制造业,42.3072,黄山神剑新材料有限公司,1.000.00,2017年7月14日,2018年3月13日,2019年3月13日,
徽州区,普电,徽州区城北工业园振兴大道与富山路交叉口东侧,3.5192,工业用地,挂牌出让,50,专用设备制造业,506.7648,安徽普电焊接技术有限公司,1.000.00,2017年7月14日,2018年9月13日,2020年9月13日,
黄山区,特拉斯充电桩,黄山区工业园区,2.583473,工业用地,挂牌出让,50,其它,248,黄山特拉斯智能科技有限公司,1.000.00,2017年7月14日,2018年4月14日,2020年4月14日,
徽州区,卓凡新材料,徽州区循环园昌平路与黄平路交叉口南侧,1.0325,工业用地,挂牌出让,50,化学原料及化学制品制造业,148.68,黄山市卓凡新材料有限公司,1.000.00,2017年7月14日,2018年3月13日,2019年12月31日,
黄山区,全江食品,黄山区工业园区,1.145883,工业用地,挂牌出让,50,食品制造业,110,黄山全江生态农业科技有限公司,1.000.00,2017年7月14日,2018年4月14日,2020年4月14日,
黄山区,深源液化气,甘棠镇玉河村,0.989702,公共设施用地,挂牌出让,50,燃气生产和供应业,238,黄山区深源液化气有限公司,0.000.30,2017年7月14日,2018年4月14日,2020年4月14日,
黄山市本级,黄山安持置地有限公司,屯溪区屯光镇，新安江东侧，花山路西侧,14.242319,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,95281.1141,黄山安持置地有限公司,1.001.05,2017年7月13日,2018年2月11日,2020年2月11日,
休宁县,中国邮政集团公司安徽省休宁县分公司生产运营中心,休宁县海阳镇滨江路与横江路交叉口,0.6983,公共设施用地,划拨,,邮政业,125.64,中国邮政集团公司安徽省休宁县分公司,0.001.20,2017年7月11日,2017年8月6日,2018年2月5日,
徽州区,徽州区循环经济园基础设施紫金路延伸段建设项目,徽州区循环经济园,0.0777,街巷用地,划拨,,国家机构,14.825,安徽徽州经济开发区管理委员会,0.000.00,2017年7月7日,2018年7月7日,2019年7月7日,
黄山市本级,黄山市昌臣食品有限公司,黄山九龙低碳经济园区（01-08-9地块），翠薇路东侧，银翠路南侧，黄山市昌臣食品有限公司用地北侧,0.94432,工业用地,挂牌出让,50,食品制造业,169.9776,黄山市昌臣食品有限公司,1.200.00,2017年7月7日,2017年11月5日,2018年11月5日,
徽州区,G205国道（山深线）改建项目白杨坞接线工程（A、B）项目,徽州区岩寺镇,5.0783,公路用地,划拨,,国家机构,986.6413,黄山市徽州区住房和城乡建设委员会,0.000.00,2017年7月7日,2018年7月7日,2019年7月7日,
黄山市本级,黄山菲英汽车零部件有限公司,黄山经济开发区（战略性新兴产业园C-1地块），东至战兴三路，北至规划用地，西至规划用地，南至百川路,3.810269,工业用地,挂牌出让,50,其它,628.6944,黄山菲英汽车零部件有限公司,1.200.00,2017年7月7日,2017年11月5日,2018年11月5日,
黄山市本级,恒大地产集团合肥有限公司,黄山经济开发区高铁片区B-1地块，东至西递大道，南至区间路，西至岩寺路，北至梅林大道,12.82991,其他普通商品住房用地,挂牌出让,70,房地产业,29637.0921,恒大地产集团合肥有限公司,1.001.80,2017年7月7日,2018年3月5日,2021年3月5日,
徽州区,黄山市歙县界牌岭至黟县渔亭一级公路徽州区工程项目,徽州区岩寺镇、潜口镇、西溪南镇,16.3548,公路用地,划拨,,其他服务业,2356.5658,黄山市徽州区城市建设投资有限公司,0.000.00,2017年7月7日,2018年7月7日,2020年7月7日,
徽州区,徽州区循环经济园基础设施虎亭路延伸段建设项目,徽州区循环经济园,0.5238,街巷用地,划拨,,国家机构,113.7037,安徽徽州经济开发区管理委员会,0.000.00,2017年7月7日,2018年7月7日,2019年7月7日,
休宁县,黄山市东升置业有限公司,休宁县海阳镇建行后侧农民新村,0.103277,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,147.25,黄山市东升置业有限公司,1.003.00,2017年7月6日,2017年7月6日,2018年7月6日,
休宁县,黄山市东升置业有限公司,休宁县海阳镇建行后侧农民新村,0.108458,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,154.85,黄山市东升置业有限公司,1.003.00,2017年7月6日,2017年7月6日,2018年7月6日,
黄山区,东顺驾校,仙源镇,0.626335,公共设施用地,划拨,,租赁业,,黄山市黄山区国有资产运营有限公司,,2017年7月4日,,,
黄山区,阳光?玉河幼儿园项目,甘棠镇玉河村,0.740261,科教用地,划拨,,教育业,0,黄山区阳光幼儿园,0.000.90,2017年7月4日,2018年3月23日,2020年3月23日,
黄山区,省道603环太平湖道路,龙门乡、太平湖镇,4.068784,公路用地,划拨,,国家机构,0,黄山市黄山区交通运输局,0.000.00,2017年7月4日,2018年3月23日,2021年3月23日,
黟县,工业项目,黟县渔亭工业园,0.8288,仓储用地,挂牌出让,50,仓储业,96.1408,黄山市诚达物流有限责任公司,1.001.20,2017年6月30日,2018年2月28日,2020年2月28日,
黟县,旅游项目,黟县碧阳镇深冲村,0.3398,住宿餐饮用地,挂牌出让,40,餐饮业,131.8424,黟县农夫园乡村酒店,0.801.00,2017年6月30日,2018年2月28日,2020年2月28日,
黟县,住宅用地,黟县碧阳镇关麓村,1.6094,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,872.2948,黟县宏村印象旅游投资有限公司,1.001.00,2017年6月30日,2018年2月28日,2020年2月28日,
黟县,旅游项目,黟县碧阳镇马道村、深冲村,1.6496,其他商服用地,挂牌出让,40,餐饮业,636.7456,黄山市石墨山茶业有限公司,0.600.80,2017年6月30日,2018年2月28日,2020年2月28日,
黟县,旅游项目,黟县宏村镇宏村村,0.2697,其他商服用地,挂牌出让,40,餐饮业,585.249,黟县宏村印象旅游投资有限公司,0.801.00,2017年6月30日,2018年1月30日,2020年1月30日,
黄山区,农机大院,三口镇巷联村,0.432562,公共设施用地,划拨,,农业,,黄山市黄山区国有资产运营有限公司,0.200.40,2017年6月23日,,,
歙县,盛锐,歙县经济开发区,0.139805,工业用地,协议出让,50,金属制品业,13.4213,黄山盛锐重工机械有限公司,1,2017年6月22日,,,
歙县,方兴农资,富堨镇徐村铁路以东,0.561921,仓储用地,挂牌出让,50,批发业,143.2899,歙县方兴农资贸易有限公司,1.001.20,2017年6月19日,2017年12月30日,2018年12月30日,
祁门县,榨坞村美丽家园建设工程,祁门县新城区,0.706679,廉租住房用地,划拨,,房地产业,0,祁门县政务新区开发领导小组办公室,1.001.50,2017年6月16日,,,
祁门县,2015年保障性住房项目,祁门县大冲坞,0.332543,经济适用住房用地,划拨,,房地产业,0,祁门县房地产管理中心,1.202.00,2017年6月16日,,,
歙县,歙县开发区练江大道北段项目,桂林镇江村,7.974,公路用地,划拨,,公共设施管理业,0,歙县经济开发区投资开发有限公司,0.000.00,2017年6月12日,2017年12月30日,2019年12月30日,
歙县,S469歙县徽城至许村段公路改建项目(富堨至许村段）,富堨镇、许村镇境内,15.9755,公路用地,划拨,,中国共产党机关,0,歙县交通运输局,0.000.00,2017年6月12日,2017年12月30日,2019年12月30日,
黄山市本级,梅林安置区项目一期,屯溪区梅林南路与规划路间路交叉口,1.216116,经济适用住房用地,划拨,,其它,243.64,黄山城投集团有限公司,1.002.05,2017年6月7日,2017年9月7日,2019年6月7日,
休宁县,休宁县城区生活垃圾收集、转运工程,休宁县横江路与滨江路交叉口,2,公共设施用地,划拨,,环境管理业,89.2447,休宁县齐云环境卫生服务有限公司,0.001.20,2017年6月7日,2017年6月30日,2017年8月15日,
休宁县,休宁高新电子产业园智谷路及北侧水渠工程及北二路（蓝田路至石门路）道路工程,休宁县高新电子产业园内,0.4607,公路用地,划拨,,城市公共交通业,102.2362,安徽休宁经济开发区管理委员会,0.000.00,2017年6月7日,2017年6月15日,2017年9月14日,
歙县,烟草公司边角地,徽城镇平安路,0.0072,公园与绿地,划拨,,中国共产党机关,,歙县人民政府,,2017年6月5日,,,
歙县,杞梓里学校退让公路边界地,杞梓里镇杞梓里村,0.101012,街巷用地,划拨,,中国共产党机关,,歙县人民政府,,2017年6月5日,,,
歙县,富资二桥加油站边角地,富资二桥加油站边,0.011451,公园与绿地,划拨,,中国共产党机关,,歙县人民政府,,2017年6月5日,,,
歙县,方兴佳能边角地,富堨镇徐村,0.079713,公园与绿地,划拨,,中国共产党机关,,歙县人民政府,,2017年6月5日,,,
歙县,恒吉电缆边角地,许村镇跳石村,0.016597,公园与绿地,划拨,,中国共产党机关,,歙县人民政府,,2017年6月5日,,,
歙县,歙县界牌岭至黟县渔亭公路改建工程,歙县桂林镇、富堨镇、郑村镇境内,66.5348,公路用地,划拨,,城市公共交通业,0,歙县交通运输局,0.000.00,2017年5月31日,2017年12月30日,2020年12月30日,
黟县,公路养护应急中心用地项目,碧阳镇碧山村,0.3482,公路用地,划拨,,国家机构,42.4635,黄山市公路管理局黟县分局,0.000.00,2017年5月24日,2018年1月1日,2018年12月31日,
黟县,宏潭35千伏输变电工程项目,宏潭乡宏潭村,0.1506,公共设施用地,划拨,,其它,12.0555,国网安徽省电力公司黟县供电公司,0.000.00,2017年5月24日,2018年1月1日,2018年12月31日,
黟县,旅游项目,黟县宏村镇朱村村,4.481,其他商服用地,挂牌出让,40,餐饮业,2025.412,黄山市黟县都城徽文化园有限公司,0.801.00,2017年5月22日,2017年12月22日,2019年12月22日,
歙县,公安战训基地及办案中心,桂林镇吴川村,0.298918,公共设施用地,划拨,,中国共产党机关,65.762,歙县公安局,,2017年5月22日,,,
歙县,朱村小学综合楼,雄村镇朱村,0.035859,科教用地,划拨,,教育业,7.1718,歙县雄村学校,0.6,2017年5月22日,,,
黄山市本级,文峰花园安置区,屯溪区江南新城阳湖西片区,0.421144,其他商服用地,协议出让,40,其他服务业,1225.2,黄山市屯溪区国有资产投资运营有限公司,0.001.42,2017年5月19日,2017年9月19日,2018年6月19日,
黄山市本级,文峰花园安置区,屯溪区江南新城阳湖西片区,1.293332,经济适用住房用地,划拨,,居民服务业,385.7571,黄山市屯溪区国有资产投资运营有限公司,1.000.00,2017年5月19日,2017年9月19日,2018年6月19日,
歙县,博盛纺织,歙县经济开发区,6.099469,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,603.8474,黄山博盛纺织有限公司,1.000.00,2017年5月18日,2017年11月30日,2019年11月30日,
歙县,浩特达,歙县经济开发区,0.204966,工业用地,协议出让,50,通讯设备、计算机及其他电子设备制造业,19.6767,黄山浩特达滤清器有限公司,1.000.00,2017年5月11日,,,
黄山区,双宁液化气地块一,十里山局部地块一,0.56156,公共设施用地,挂牌出让,50,燃气生产和供应业,133,合肥市液化石油气有限责任公司、合肥三元钢瓶检测有限公司,0.000.20,2017年4月28日,2017年8月28日,2018年8月28日,
祁门县,祁门县陶瓷（集团）有限公司棚户区改造项目,祁门县金字牌镇,2.3173,廉租住房用地,划拨,,房地产业,0,祁门县房地产管理中心,1.201.50,2017年4月26日,,,
黄山区,真义木业,黄山工业园区1-5-3A地块,0.842966,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,149,黄山市黄山区真义木业有限公司,1.200.00,2017年4月25日,,,
黄山区,晶特美新材料,黄山工业园区A-58地块局部地块一,3.103203,工业用地,挂牌出让,50,化学纤维制造业,298,黄山市晶特美新材料有限公司,1.000.00,2017年4月25日,2017年11月25日,2019年11月25日,
黄山市本级,市委党校整体迁建项目（二期）,屯溪区高枧街10号,3.663553,科教用地,划拨,,教育业,697.9319,中共黄山市委党校,0.001.20,2017年4月19日,2017年7月19日,2019年4月19日,
黄山区,富锐斯环保科技,黄山工业园区A-10局部地块一,1.203979,工业用地,挂牌出让,50,工艺品及其他制造业,116,黄山富锐斯环保科技有限公司,1.000.00,2017年4月19日,2017年11月19日,2018年11月19日,
黄山区,伊势崎橡塑制品,黄山工业园区A-10局部地块二,0.953234,工业用地,挂牌出让,50,橡胶制品业,92,黄山伊势崎橡塑制品有限公司,1.000.00,2017年4月19日,2017年11月19日,2018年11月19日,
黄山区,生物颗粒材料,黄山工业园区A-59局部地块二,1.044727,工业用地,挂牌出让,50,化学原料及化学制品制造业,101,黄山能汇新能源科技有限公司,1.000.00,2017年4月19日,2017年11月19日,2019年11月19日,
歙县,园艺场原竹编厂,富堨镇徐村,1.939678,其他普通商品住房用地,挂牌出让,70,房地产业,2754.3428,黄山君强置业有限公司,1.001.60,2017年4月18日,2017年8月18日,2019年8月18日,
歙县,开发区工业一路,桂林镇江村村,0.517606,公路用地,划拨,,中国共产党机关,,歙县经济开发区管理委员会,,2017年4月12日,,,
歙县,黄潭源道路,徽城镇旸村,0.22005,公路用地,划拨,,公共设施管理业,,歙县城市建设投资开发有限公司,,2017年4月12日,,,
歙县,行知路,徽城镇新路村,1.02241,公路用地,划拨,,公共设施管理业,,歙县城市建设投资开发有限公司,,2017年4月12日,,,
歙县,育红学校后道路,徽城镇新路村,0.18871,公路用地,划拨,,公共设施管理业,,歙县城市建设投资开发有限公司,,2017年4月12日,,,
歙县,七川新村南路,徽城镇七川村,0.36209,公路用地,划拨,,公共设施管理业,,歙县城市建设投资开发有限公司,,2017年4月12日,,,
歙县,方兴农资前道路,富堨镇徐村村,0.28449,公路用地,划拨,,公共设施管理业,,歙县城市建设投资开发限公司,,2017年4月12日,,,
歙县,歙县郑村小学标准化建设,郑村镇郑村丰乐河北岸,1.803635,科教用地,划拨,,教育业,396.7997,歙县郑村中心学校,0.001.00,2017年4月12日,2017年12月31日,2019年12月31日,
黟县,商服项目,宏村镇朱村村、屏山村,2.1124,其他商服用地,挂牌出让,40,餐饮业,971.704,黄山屏水文化旅游有限公司,0.801.00,2017年4月11日,2017年11月11日,2019年11月11日,
黟县,西递1047项目,西递镇西递村,1.509348,街巷用地,挂牌出让,40,房地产业,691.2814,安徽隆和置业有限公司,1.000.65,2017年4月11日,2018年11月10日,2020年11月10日,
黟县,守拙园项目二期,碧阳镇赤岭村、古黄村,0.9359,其他商服用地,挂牌出让,40,餐饮业,353.7702,黄山市守拙文化旅游发展有限公司,0.601.00,2017年4月11日,2017年11月11日,2018年11月11日,
歙县,长陔中心学校教学楼、生活综合楼、操场等,长陔乡长陔村,0.944039,科教用地,划拨,,教育业,188.8078,歙县长陔中心学校,0.600.00,2017年4月10日,2017年5月20日,2019年5月20日,
歙县,杞梓里中心学校教学楼、学生宿舍、食堂等项目,杞梓里镇杞梓里村,2.247424,科教用地,划拨,,教育业,449.4848,歙县杞梓里中心学校,0.6,2017年4月10日,,,
黄山市本级,96175扩征军事用地项目,屯溪区阳湖镇,1.830771,军事设施用地,划拨,,国家机构,161.8364,中国人民解放军96175部队,0.000.00,2017年4月7日,2017年7月7日,2019年4月7日,
休宁县,中国电信股份有限公司休宁分公司,休宁县海阳镇横江路与滨江路交叉口东北侧,0.79724,公共设施用地,挂牌出让,50,电信和其他信息传输服务业,230.8,中国电信股份有限公司休宁分公司,0.001.20,2017年4月6日,2017年9月15日,2018年9月15日,
歙县,新都博苑,徽城镇七川村,0.091361,其他普通商品住房用地,协议出让,其他商服用地40年; 其他普通商品住房用地70年;,房地产业,109.0851,黄山新都投资有限公司,1.002.40,2017年4月5日,,,
徽州区,西溪兰苑,西溪南镇西溪南村,0.044,其他普通商品住房用地,挂牌出让,70,文化艺术业,22,叶畅,1.001.00,2017年3月23日,,,
徽州区,李忠宅,西溪南镇西溪南村,0.0346,其他普通商品住房用地,挂牌出让,70,文化艺术业,17.3,张雪绒,1.001.00,2017年3月23日,,,
徽州区,顾新宅,西溪南镇西溪南村,0.0436,其他普通商品住房用地,挂牌出让,70,文化艺术业,22.236,顾新,1.001.00,2017年3月23日,,,
徽州区,周树文宅,西溪南镇西溪南村,0.0198,其他普通商品住房用地,挂牌出让,70,文化艺术业,8.514,周树文,1.001.00,2017年3月23日,,,
徽州区,袁莉宅,西溪南镇西溪南村,0.0815,其他普通商品住房用地,挂牌出让,70,文化艺术业,36.675,王思沁、刘艺,1.001.00,2017年3月23日,,,
徽州区,悠然居,西溪南镇西溪南村,0.0282,其他普通商品住房用地,挂牌出让,70,文化艺术业,14.382,杜春平,1.001.00,2017年3月23日,,,
徽州区,孙铭宅,西溪南镇西溪南村,0.0417,其他普通商品住房用地,挂牌出让,70,文化艺术业,18.765,韩春荣、范曦煜,1.001.00,2017年3月23日,,,
徽州区,在田居,西溪南镇西溪南村,0.0432,其他普通商品住房用地,挂牌出让,70,文化艺术业,21.168,王天扬,1.001.00,2017年3月23日,,,
徽州区,谷碧弘宅,西溪南镇西溪南村,0.0982,其他普通商品住房用地,挂牌出让,70,文化艺术业,47.136,谷煜农,1.001.00,2017年3月23日,,,
徽州区,静如会所,西溪南镇西溪南村,0.0471,其他普通商品住房用地,挂牌出让,70,文化艺术业,22.137,马如彪,1.001.00,2017年3月23日,,,
徽州区,绿荫山馆,西溪南镇西溪南村,0.0558,其他普通商品住房用地,挂牌出让,70,文化艺术业,27.342,周树文,1.001.00,2017年3月23日,,,
徽州区,周圳宅,西溪南镇西溪南村,0.0636,其他普通商品住房用地,挂牌出让,70,文化艺术业,29.256,周圳,1.001.00,2017年3月23日,,,
徽州区,美丽湖,徽州区西溪南坑上村鸳鸯湖南侧,0.0721,住宿餐饮用地,挂牌出让,40,住宿和餐饮业,21.63,黄山市徽州美丽湖文化发展有限公司,0.820.82,2017年3月23日,,,
徽州区,汇丰广场二期,徽州区皖机路与滨河北路交叉口北侧,4.6993,其他普通商品住房用地,挂牌出让,70,房地产业,9220,黄山建桥置业有限公司,1.001.40,2017年3月23日,2018年5月22日,2021年5月22日,
歙县,加油站,富资二桥西北边,0.129798,批发零售用地,挂牌出让,40,零售业,3322.8288,中国石油天然气股份有限公司安徽销售分公司,0.000.40,2017年3月17日,2017年7月30日,2018年7月30日,
徽州区,永利新材料,徽州区循环经济园黄平路东侧、向荣新材料北侧,1.0247,工业用地,挂牌出让,50,化学原料及化学制品制造业,147.5568,安徽永利新材料科技有限公司,1.000.00,2017年3月17日,2018年1月16日,2020年1月16日,
徽州区,神剑新材料,徽州区循环经济紫金路南侧、锦峰实业东侧,0.1921,工业用地,挂牌出让,50,化学原料及化学制品制造业,27.6624,黄山神剑新材料有限公司,1.000.00,2017年3月17日,2017年11月16日,2018年11月16日,
